scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	isolate	breed	isolation_source	collection_date	geo_loc_name	depth	dev_stage	env_broad_scale	lat_lon	rna_seq_library	biosamplemodel	sample_name	collected_by	env_biome	host_tissue_sampled
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976486	SRX11075188	SRR14740497	SRA1241116	SRS9141232	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_90	Single brain, RNA extraction and sequencing by Novogene			90	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	27669394	8300818200	3213572519								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740497/SRR14740497.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740497/SRR14740497	gs://sra-pub-zq-101/SRR14740497/SRR14740497.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_90	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976483	SRX11075187	SRR14740498	SRA1241116	SRS9141231	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_87	Single brain, RNA extraction and sequencing by Novogene			87	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23324436	6997330800	2667236163								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740498/SRR14740498.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740498/SRR14740498	gs://sra-pub-zq-101/SRR14740498/SRR14740498.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_87	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976482	SRX11075186	SRR14740499	SRA1241116	SRS9141230	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_86	Single brain, RNA extraction and sequencing by Novogene			86	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	27029620	8108886000	3085242249								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740499/SRR14740499.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740499/SRR14740499	gs://sra-pub-zq-101/SRR14740499/SRR14740499.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_86	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976480	SRX11075185	SRR14740500	SRA1241116	SRS9141229	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_84	Single brain, RNA extraction and sequencing by Novogene			84	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	19572638	5871791400	2221845875								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740500/SRR14740500.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740500/SRR14740500	gs://sra-pub-zq-101/SRR14740500/SRR14740500.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_84	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976479	SRX11075184	SRR14740501	SRA1241116	SRS9141228	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_83	Single brain, RNA extraction and sequencing by Novogene			83	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	25914137	7774241100	2938418067								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740501/SRR14740501.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740501/SRR14740501	gs://sra-pub-zq-101/SRR14740501/SRR14740501.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_83	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976478	SRX11075183	SRR14740502	SRA1241116	SRS9141227	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_82	Single brain, RNA extraction and sequencing by Novogene			82	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	25584428	7675328400	2921108230								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740502/SRR14740502.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740502/SRR14740502	gs://sra-pub-zq-101/SRR14740502/SRR14740502.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_82	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976477	SRX11075182	SRR14740503	SRA1241116	SRS9141226	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_81	Single brain, RNA extraction and sequencing by Novogene			81	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	27501136	8250340800	3119425064								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740503/SRR14740503.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740503/SRR14740503	gs://sra-pub-zq-101/SRR14740503/SRR14740503.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_81	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976476	SRX11075181	SRR14740504	SRA1241116	SRS9141225	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_80	Single brain, RNA extraction and sequencing by Novogene			80	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	26114193	7834257900	2971096056								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740504/SRR14740504.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740504/SRR14740504	gs://sra-pub-zq-101/SRR14740504/SRR14740504.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_80	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976474	SRX11075180	SRR14740505	SRA1241116	SRS9141224	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_78	Single brain, RNA extraction and sequencing by Novogene			78	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	30025024	9007507200	3423036106								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740505/SRR14740505.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740505/SRR14740505	gs://sra-pub-zq-101/SRR14740505/SRR14740505.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_78	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976419	SRX11075179	SRR14740506	SRA1241116	SRS9141223	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_19	Single brain, RNA extraction and sequencing by Novogene			19	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24981297	7494389100	2933695049								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740506/SRR14740506.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740506/SRR14740506	gs://sra-pub-zq-101/SRR14740506/SRR14740506.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_19	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976473	SRX11075178	SRR14740507	SRA1241116	SRS9141222	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_77	Single brain, RNA extraction and sequencing by Novogene			77	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	30123124	9036937200	3419367953								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740507/SRR14740507.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740507/SRR14740507	gs://sra-pub-zq-101/SRR14740507/SRR14740507.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_77	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976472	SRX11075177	SRR14740508	SRA1241116	SRS9141221	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_76	Single brain, RNA extraction and sequencing by Novogene			76	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	21874898	6562469400	2658894335								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740508/SRR14740508.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740508/SRR14740508	gs://sra-pub-zq-101/SRR14740508/SRR14740508.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_76	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976471	SRX11075176	SRR14740509	SRA1241116	SRS9141220	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_75	Single brain, RNA extraction and sequencing by Novogene			75	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	21918208	6575462400	2624042958								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740509/SRR14740509.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740509/SRR14740509	gs://sra-pub-zq-101/SRR14740509/SRR14740509.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_75	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976470	SRX11075175	SRR14740510	SRA1241116	SRS9141219	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_74	Single brain, RNA extraction and sequencing by Novogene			74	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	21447886	6434365800	2572335262								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740510/SRR14740510.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740510/SRR14740510	gs://sra-pub-zq-101/SRR14740510/SRR14740510.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_74	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976469	SRX11075174	SRR14740511	SRA1241116	SRS9141218	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_73	Single brain, RNA extraction and sequencing by Novogene			73	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	20247028	6074108400	2452278483								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:28	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740511/SRR14740511.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740511/SRR14740511	gs://sra-pub-zq-101/SRR14740511/SRR14740511.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_73	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976468	SRX11075173	SRR14740512	SRA1241116	SRS9141217	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_72	Single brain, RNA extraction and sequencing by Novogene			72	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23996385	7198915500	2904784099								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740512/SRR14740512.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740512/SRR14740512	gs://sra-pub-zq-101/SRR14740512/SRR14740512.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_72	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976467	SRX11075172	SRR14740513	SRA1241116	SRS9141216	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_71	Single brain, RNA extraction and sequencing by Novogene			71	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	22015332	6604599600	2677754148								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740513/SRR14740513.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740513/SRR14740513	gs://sra-pub-zq-101/SRR14740513/SRR14740513.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_71	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976466	SRX11075171	SRR14740514	SRA1241116	SRS9141215	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_70	Single brain, RNA extraction and sequencing by Novogene			70	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23380303	7014090900	2816693221								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740514/SRR14740514.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740514/SRR14740514	gs://sra-pub-zq-101/SRR14740514/SRR14740514.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_70	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976465	SRX11075170	SRR14740515	SRA1241116	SRS9141214	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_68	Single brain, RNA extraction and sequencing by Novogene			68	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	21882761	6564828300	2589408145								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740515/SRR14740515.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740515/SRR14740515	gs://sra-pub-zq-101/SRR14740515/SRR14740515.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_68	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976464	SRX11075169	SRR14740516	SRA1241116	SRS9141213	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_67	Single brain, RNA extraction and sequencing by Novogene			67	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24534298	7360289400	2890939661								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740516/SRR14740516.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740516/SRR14740516	gs://sra-pub-zq-101/SRR14740516/SRR14740516.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_67	Invertebrate				
